user,date,transaction_type,amount
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-08-16,CREDIT,63437
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-11-26,DEBIT,53609
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-09-05,DEBIT,69164
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-02-22,CREDIT,82008
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-01-23,CREDIT,78446
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-11-05,DEBIT,25522
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-08-16,DEBIT,97
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-04-28,DEBIT,10231
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-01-29,CREDIT,97986
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-05-29,DEBIT,71284
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-05-06,DEBIT,56683
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-03-13,DEBIT,51520
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-07-21,CREDIT,47845
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-05-04,DEBIT,92020
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-08-25,CREDIT,13232
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-03-09,CREDIT,96657
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-10-27,CREDIT,39427
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-06-21,DEBIT,45170
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-06-28,CREDIT,91900
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-09-24,DEBIT,22566
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-07-12,DEBIT,93937
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-10-03,DEBIT,3859
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-02-08,CREDIT,22352
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-12-23,CREDIT,22959
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-03-12,CREDIT,67652
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-12-31,CREDIT,46385
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-11-07,CREDIT,72531
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-11-17,CREDIT,66707
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-02-16,CREDIT,49792
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-03-03,CREDIT,76240
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-11-14,DEBIT,25761
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-08-25,DEBIT,80092
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-10-15,CREDIT,77339
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-09-10,DEBIT,22819
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-07-07,DEBIT,11273
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-11-26,DEBIT,57877
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-08-19,DEBIT,45825
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-05-15,CREDIT,3678
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-04-11,CREDIT,67380
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-01-17,CREDIT,80880
e744e157-d1c1-4ea1-994b-bad6c73f74fa,2020-05-07,DEBIT,59748
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-08-12,CREDIT,97999
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-10-09,DEBIT,63809
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-09-20,DEBIT,41421
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-02-06,CREDIT,48521
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-06-06,CREDIT,70199
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-03-11,CREDIT,44851
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-02-02,CREDIT,95469
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-02-07,CREDIT,87597
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-06-11,DEBIT,91276
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-04-09,CREDIT,2719
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-02-02,CREDIT,23058
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-10-08,CREDIT,2914
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-02-18,DEBIT,53336
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-02-14,CREDIT,57689
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-06-21,CREDIT,51829
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-01-19,CREDIT,90359
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-11-20,CREDIT,80758
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-05-13,CREDIT,5222
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-01-21,CREDIT,93570
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-08-12,CREDIT,59427
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-09-13,DEBIT,95696
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-08-08,DEBIT,58181
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-03-05,DEBIT,59824
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-01-12,DEBIT,94691
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-09-28,DEBIT,62471
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-10-27,CREDIT,18968
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-09-04,CREDIT,35435
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-02-24,DEBIT,80319
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-07-22,DEBIT,18730
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-06-08,CREDIT,98756
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-01-20,CREDIT,79312
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-03-14,DEBIT,36336
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-04-18,CREDIT,30201
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-05-28,CREDIT,56208
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-01-13,CREDIT,22169
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-07-19,CREDIT,10264
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-01-13,DEBIT,93053
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-11-19,CREDIT,68941
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-10-20,CREDIT,85446
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-09-08,CREDIT,49776
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-07-03,DEBIT,8608
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-06-25,DEBIT,50133
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-09-20,CREDIT,25966
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-12-10,CREDIT,96981
5965a5c8-6dc1-41e9-9bbc-fba432dafc5e,2020-05-24,DEBIT,44392
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-03-26,CREDIT,44871
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-04-18,DEBIT,96617
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-10-17,DEBIT,84855
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-02-18,DEBIT,54508
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-10-20,CREDIT,71438
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-02-27,CREDIT,24116
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-02-23,CREDIT,96717
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-08-17,DEBIT,23986
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-04-30,CREDIT,88383
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-12-16,CREDIT,64185
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-12-17,DEBIT,91937
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-02-27,CREDIT,23152
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-01-30,DEBIT,81734
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-02-14,CREDIT,96146
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-06-01,CREDIT,18525
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-03-22,CREDIT,57717
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-06-08,CREDIT,16284
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-01-08,CREDIT,46690
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-07-29,DEBIT,85734
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-02-11,CREDIT,75709
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-12-24,CREDIT,387
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-09-14,DEBIT,93318
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-04-20,CREDIT,5594
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-01-22,CREDIT,54059
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-05-23,CREDIT,18188
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-06-29,CREDIT,96919
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-09-20,CREDIT,66324
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-08-27,CREDIT,65168
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-02-08,CREDIT,91135
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-08-25,CREDIT,79636
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-05-27,DEBIT,69478
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-10-30,CREDIT,90044
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-01-08,DEBIT,2215
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-08-24,DEBIT,96381
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-10-25,CREDIT,13778
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-09-27,CREDIT,74381
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-02-15,CREDIT,17669
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-05-26,DEBIT,1915
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-06-02,DEBIT,9442
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-10-05,DEBIT,14226
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-09-05,DEBIT,5222
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-04-23,DEBIT,17336
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-10-08,CREDIT,78866
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-05-02,CREDIT,94931
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-09-05,CREDIT,75171
4043e2e8-9cb7-499f-b0f2-ab9e0c03de91,2020-09-08,CREDIT,28753
ee1c8348-d914-488b-8896-1994e125de65,2020-07-26,CREDIT,43095
ee1c8348-d914-488b-8896-1994e125de65,2020-11-27,CREDIT,1675
ee1c8348-d914-488b-8896-1994e125de65,2020-04-06,DEBIT,27273
ee1c8348-d914-488b-8896-1994e125de65,2020-06-28,CREDIT,14365
ee1c8348-d914-488b-8896-1994e125de65,2020-02-13,CREDIT,1862
ee1c8348-d914-488b-8896-1994e125de65,2020-12-24,DEBIT,447
ee1c8348-d914-488b-8896-1994e125de65,2020-09-09,DEBIT,40197
ee1c8348-d914-488b-8896-1994e125de65,2020-03-21,DEBIT,61013
ee1c8348-d914-488b-8896-1994e125de65,2020-08-01,CREDIT,38219
ee1c8348-d914-488b-8896-1994e125de65,2020-06-26,DEBIT,1616
ee1c8348-d914-488b-8896-1994e125de65,2020-10-04,CREDIT,78068
ee1c8348-d914-488b-8896-1994e125de65,2020-03-22,DEBIT,57220
ee1c8348-d914-488b-8896-1994e125de65,2020-08-16,DEBIT,84058
ee1c8348-d914-488b-8896-1994e125de65,2020-05-07,CREDIT,7478
ee1c8348-d914-488b-8896-1994e125de65,2020-03-18,CREDIT,30941
ee1c8348-d914-488b-8896-1994e125de65,2020-06-10,CREDIT,16611
ee1c8348-d914-488b-8896-1994e125de65,2020-06-08,CREDIT,51715
ee1c8348-d914-488b-8896-1994e125de65,2020-07-16,CREDIT,11592
ee1c8348-d914-488b-8896-1994e125de65,2020-12-10,DEBIT,5475
ee1c8348-d914-488b-8896-1994e125de65,2020-11-27,CREDIT,97185
ee1c8348-d914-488b-8896-1994e125de65,2020-12-03,CREDIT,97964
ee1c8348-d914-488b-8896-1994e125de65,2020-08-30,DEBIT,69186
ee1c8348-d914-488b-8896-1994e125de65,2020-03-30,CREDIT,79309
ee1c8348-d914-488b-8896-1994e125de65,2020-08-27,CREDIT,71579
ee1c8348-d914-488b-8896-1994e125de65,2020-10-12,CREDIT,79848
ee1c8348-d914-488b-8896-1994e125de65,2020-06-07,CREDIT,393
ee1c8348-d914-488b-8896-1994e125de65,2020-11-19,DEBIT,89933
ee1c8348-d914-488b-8896-1994e125de65,2020-08-04,DEBIT,35979
ee1c8348-d914-488b-8896-1994e125de65,2020-04-15,DEBIT,17202
ee1c8348-d914-488b-8896-1994e125de65,2020-09-08,DEBIT,30524
ee1c8348-d914-488b-8896-1994e125de65,2020-10-21,CREDIT,78782
ee1c8348-d914-488b-8896-1994e125de65,2020-03-21,CREDIT,16021
ee1c8348-d914-488b-8896-1994e125de65,2020-01-02,DEBIT,16362
ee1c8348-d914-488b-8896-1994e125de65,2020-12-01,CREDIT,27263
ee1c8348-d914-488b-8896-1994e125de65,2020-07-31,DEBIT,81272
ee1c8348-d914-488b-8896-1994e125de65,2020-06-08,CREDIT,47398
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-04-25,DEBIT,14811
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-10-19,DEBIT,97988
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-12-29,CREDIT,16191
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-04-10,DEBIT,75533
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-07-17,CREDIT,93929
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-10-16,DEBIT,37555
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-08-09,DEBIT,59976
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-02-17,CREDIT,68301
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-09-26,DEBIT,28977
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-05-23,CREDIT,46049
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-05-25,CREDIT,46871
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-07-11,DEBIT,42041
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-03-22,DEBIT,8186
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-11-04,CREDIT,74812
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-12-22,CREDIT,40034
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-01-31,DEBIT,92966
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-07-03,DEBIT,57994
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-02-16,CREDIT,87346
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-06-26,DEBIT,18126
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-08-03,CREDIT,19251
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-07-17,CREDIT,34044
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-02-25,CREDIT,51147
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-09-29,CREDIT,56725
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-01-08,DEBIT,8577
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-08-31,DEBIT,52086
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-03-14,CREDIT,91960
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-03-18,DEBIT,87316
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-01-05,CREDIT,21
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-09-19,CREDIT,44635
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-02-09,DEBIT,98758
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-02-02,DEBIT,64383
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-08-23,CREDIT,80397
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-12-22,CREDIT,45167
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-12-07,DEBIT,54699
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-11-05,CREDIT,53472
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-12-22,DEBIT,17229
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-06-28,CREDIT,12825
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-02-16,CREDIT,27674
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-05-08,DEBIT,20642
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-01-20,DEBIT,56825
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-05-13,CREDIT,9944
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-01-16,CREDIT,48905
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-12-08,CREDIT,31433
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-03-07,DEBIT,24304
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-02-23,CREDIT,21935
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-03-25,CREDIT,11612
3f2b88a4-6876-4c11-88b2-4e892c8218dd,2020-05-30,CREDIT,79727
80b42df9-a538-41b1-a134-6516c84c1713,2020-01-12,CREDIT,37152
80b42df9-a538-41b1-a134-6516c84c1713,2020-07-06,DEBIT,45877
80b42df9-a538-41b1-a134-6516c84c1713,2020-09-14,DEBIT,82936
80b42df9-a538-41b1-a134-6516c84c1713,2020-03-29,CREDIT,1347
80b42df9-a538-41b1-a134-6516c84c1713,2020-02-05,DEBIT,87780
80b42df9-a538-41b1-a134-6516c84c1713,2020-11-08,DEBIT,87090
80b42df9-a538-41b1-a134-6516c84c1713,2020-06-22,CREDIT,79055
80b42df9-a538-41b1-a134-6516c84c1713,2020-09-14,CREDIT,1546
80b42df9-a538-41b1-a134-6516c84c1713,2020-07-29,CREDIT,25928
80b42df9-a538-41b1-a134-6516c84c1713,2020-06-27,CREDIT,37693
80b42df9-a538-41b1-a134-6516c84c1713,2020-02-17,DEBIT,85231
80b42df9-a538-41b1-a134-6516c84c1713,2020-04-29,DEBIT,72262
80b42df9-a538-41b1-a134-6516c84c1713,2020-01-25,CREDIT,90787
80b42df9-a538-41b1-a134-6516c84c1713,2020-11-03,CREDIT,52942
80b42df9-a538-41b1-a134-6516c84c1713,2020-10-02,DEBIT,55438
80b42df9-a538-41b1-a134-6516c84c1713,2020-08-13,DEBIT,85036
80b42df9-a538-41b1-a134-6516c84c1713,2020-09-09,CREDIT,39050
80b42df9-a538-41b1-a134-6516c84c1713,2020-07-24,CREDIT,7688
80b42df9-a538-41b1-a134-6516c84c1713,2020-01-05,CREDIT,59185
80b42df9-a538-41b1-a134-6516c84c1713,2020-02-18,DEBIT,22742
80b42df9-a538-41b1-a134-6516c84c1713,2020-03-14,DEBIT,38073
80b42df9-a538-41b1-a134-6516c84c1713,2020-05-04,DEBIT,38753
80b42df9-a538-41b1-a134-6516c84c1713,2020-09-13,DEBIT,9433
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-04-03,DEBIT,83685
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-02-16,DEBIT,40761
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-02-28,CREDIT,67724
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-05-01,CREDIT,32771
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-03-25,DEBIT,33488
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-05-30,CREDIT,72345
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-12-30,DEBIT,14253
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-12-26,CREDIT,2965
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-03-13,CREDIT,52300
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-06-28,DEBIT,36281
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-12-01,DEBIT,42664
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-10-25,CREDIT,33299
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-05-06,DEBIT,35013
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-02-21,CREDIT,66007
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-09-13,CREDIT,21344
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-03-26,DEBIT,30275
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-08-05,DEBIT,96776
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-12-08,CREDIT,13377
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-03-08,CREDIT,64773
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-06-21,CREDIT,23536
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-02-07,CREDIT,1693
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-01-28,CREDIT,76442
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-12-11,DEBIT,81839
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-10-18,CREDIT,27755
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-09-06,CREDIT,83610
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-12-04,DEBIT,14286
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-10-29,DEBIT,12645
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-07-24,CREDIT,28904
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-06-11,CREDIT,10006
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-05-05,DEBIT,94958
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-08-10,CREDIT,56921
f7c3aa06-75e0-414e-80b4-d06e83ca18e2,2020-08-17,DEBIT,88645
97a13d99-1f2c-40ff-8e41-8c9a1d6ea374,2020-09-15,DEBIT,20893
97a13d99-1f2c-40ff-8e41-8c9a1d6ea374,2020-12-01,DEBIT,2009
97a13d99-1f2c-40ff-8e41-8c9a1d6ea374,2020-06-04,CREDIT,15866
97a13d99-1f2c-40ff-8e41-8c9a1d6ea374,2020-07-31,DEBIT,28699
97a13d99-1f2c-40ff-8e41-8c9a1d6ea374,2020-03-11,DEBIT,3183
97a13d99-1f2c-40ff-8e41-8c9a1d6ea374,2020-03-09,CREDIT,96845
97a13d99-1f2c-40ff-8e41-8c9a1d6ea374,2020-11-24,CREDIT,98596
97a13d99-1f2c-40ff-8e41-8c9a1d6ea374,2020-07-04,CREDIT,3498
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-09-07,CREDIT,25951
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-09-06,CREDIT,63717
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-06-17,DEBIT,6221
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-03-10,DEBIT,54309
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-08-22,CREDIT,54383
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-07-24,CREDIT,20302
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-07-25,CREDIT,45168
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-03-30,CREDIT,71217
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-04-28,DEBIT,40614
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-12-07,DEBIT,24004
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-05-31,CREDIT,61067
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-12-31,DEBIT,3470
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-01-04,CREDIT,79759
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-09-10,CREDIT,95735
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-10-29,DEBIT,12887
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-02-19,DEBIT,74238
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-11-22,CREDIT,60445
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-09-07,DEBIT,82708
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-11-30,DEBIT,58697
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-08-29,DEBIT,47390
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-06-27,CREDIT,71608
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-12-20,CREDIT,89078
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-08-18,CREDIT,97146
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-12-24,CREDIT,22071
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-07-11,CREDIT,26349
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-05-06,CREDIT,20671
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-02-17,DEBIT,74229
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-11-27,DEBIT,60669
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-03-17,CREDIT,47551
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-11-17,DEBIT,7581
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-01-03,CREDIT,69078
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-12-04,DEBIT,93743
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-01-24,CREDIT,90728
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-10-05,DEBIT,51370
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-10-09,DEBIT,8926
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-05-13,CREDIT,18301
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-04-02,CREDIT,45137
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-10-24,CREDIT,94538
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-03-03,DEBIT,60720
002b3de8-5b0a-4f56-8b35-086846f2ea25,2020-12-20,CREDIT,38782
7a548ea3-c908-4de7-a53e-3a88af798bac,2020-02-16,CREDIT,71625
